Packet_Count,Sub_0,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Sub_6,Sub_7,Sub_8,Sub_9,Sub_10,Sub_11,Sub_12,Sub_13,Sub_14,Sub_15,Sub_16,Sub_17,Sub_18,Sub_19,Sub_20,Sub_21,Sub_22,Sub_23,Sub_24,Sub_25,Sub_26,Sub_27,Sub_28,Sub_29,Sub_30,Sub_31,Sub_32,Sub_33,Sub_34,Sub_35,Sub_36,Sub_37,Sub_38,Sub_39,Sub_40,Sub_41,Sub_42,Sub_43,Sub_44,Sub_45,Sub_46,Sub_47,Sub_48,Sub_49,Sub_50,Sub_51,Sub_52,Sub_53,Sub_54,Sub_55,Sub_56,Sub_57,Sub_58,Sub_59,Sub_60,Sub_61,Sub_62,Sub_63
118473,95,5,0,0,0,0,21,41,34,24,20,21,19,20,17,17,16,17,15,14,15,14,15,12,13,15,13,13,11,14,15,14,0,15,15,18,15,17,17,17,17,18,17,19,17,19,19,18,20,18,18,21,18,18,17,17,18,19,18,0,0,0,0,0
118474,95,5,0,0,0,0,16,16,14,13,15,15,14,13,12,11,12,9,12,10,11,9,9,8,9,9,9,10,8,8,10,12,0,9,9,11,11,12,11,13,11,11,12,12,14,14,12,14,16,14,13,13,15,14,14,15,13,14,13,0,0,0,0,0
118475,95,5,0,0,0,0,19,17,17,19,14,17,17,15,14,12,14,15,12,13,13,11,11,14,10,10,12,11,10,10,12,13,0,13,11,14,12,12,13,14,14,15,14,14,14,17,16,16,15,18,18,19,15,20,17,17,21,17,18,0,0,0,0,0
118476,95,5,0,0,0,0,8,7,7,7,8,7,7,6,7,5,6,6,5,5,5,5,4,4,5,5,5,6,5,5,5,5,0,5,4,6,6,6,5,6,6,5,7,7,7,6,7,6,6,7,7,7,7,7,7,7,6,7,7,0,0,0,0,0
118477,95,5,0,0,0,0,9,10,9,9,9,9,8,8,6,6,7,5,6,7,7,6,7,7,6,5,6,6,6,6,4,7,0,6,6,6,6,7,8,8,8,7,7,6,6,7,7,6,7,7,8,8,7,7,8,7,7,7,7,0,0,0,0,0
118478,95,5,0,0,0,0,18,17,17,19,17,17,16,13,12,13,15,13,14,12,13,11,14,12,13,11,12,12,9,11,12,12,0,12,13,14,11,13,14,13,13,14,13,17,15,15,14,15,15,15,14,15,14,14,15,14,16,16,15,0,0,0,0,0
118479,95,5,0,0,0,0,12,12,12,11,10,10,10,9,10,9,9,9,9,8,8,8,7,7,7,7,7,6,7,7,8,7,0,8,8,8,8,9,9,7,8,9,9,9,9,8,9,8,9,9,10,10,9,9,8,9,9,9,9,0,0,0,0,0
118480,95,5,0,0,0,0,11,10,10,12,9,8,8,10,9,9,8,8,8,8,6,8,6,6,6,6,7,6,5,7,5,7,0,7,6,7,7,6,6,7,6,7,10,8,7,9,8,9,10,8,8,8,8,8,7,9,7,8,9,0,0,0,0,0
118481,95,5,0,0,0,0,25,25,23,26,23,22,19,24,20,18,18,17,18,17,17,15,15,15,16,17,14,15,13,13,14,13,0,14,16,17,15,17,16,13,17,15,18,17,17,17,18,16,19,16,20,17,18,18,19,20,20,18,16,0,0,0,0,0
118482,95,5,0,0,0,0,16,17,13,17,14,15,13,11,12,15,14,12,14,13,11,10,9,8,9,11,10,9,7,10,9,9,0,9,9,10,8,9,11,11,11,10,11,10,11,12,12,12,11,13,13,13,11,13,13,13,13,13,12,0,0,0,0,0
